Comparison,a,b,c,d,x0,model,approximation
walking vs driving,8.49420308542871,1.05561610413645,7.10241938451606,0.707826311371069,46.6718932281738,disjoint,
walking vs retail,-4.8194001990873,0.969608102444233,0,0.104315512291113,-10.1462657717798,piecewise,
walking vs groc_and_pharm,28.7670736176232,1.09586172262394,0,0.0574589847664267,-22.7913091796248,piecewise,
walking vs parks,13.8147828072988,1.02767596876367,-19.0500494310069,0.684934475410773,46.9086673853651,disjoint,
walking vs transit stations,-18.5121457441098,0.74022017114192,-16.3618187331868,0.155514296344401,17.6715459686105,disjoint,
walking vs workplaces,-7.99746632310104,0.646145867654853,0,-0.026919292822797,-9.31023003213389,piecewise,
walking vs residential,0.0493179139467236,-0.299523541049626,0,-0.0148025978283355,-8.91893806289494,piecewise,
driving vs retail,-11.3221103634223,0.910031031893424,5.10051576614364,0.15096325511812,-5.96999999775445,piecewise,
driving vs groc_and_pharm,20.3394503692643,0.981959015899817,29.8923295181531,0.0666018755518068,-16.9367406778633,piecewise,
driving vs parks,10.0072320593061,1.09900341263181,-19.764867656429,0.939597876137189,24.462971795489,disjoint,
driving vs transit stations,-22.8012491582348,0.715783426160377,-14.2638577937631,0.21764060811377,8.49824345786052,piecewise,
driving vs workplaces,-13.8164796221647,0.585019957024315,2.58872637174644,-0.0384183769001547,0,piecewise_fsp,
driving vs residential,2.88776908911626,-0.273231175986148,-15.8537449890663,-0.0238902724254987,0,piecewise_fsp,
retail vs groc_and_pharm,29.3232390782946,1.05227004877181,12.3393317020139,0.705086286931236,-17.124252946624,disjoint,
retail vs parks,39.2197205162062,1.41223311139222,-8.17948899950884,5.8273388433137,-4.73817824195396,piecewise,
retail vs transit stations,-8.91832849438894,0.841540261916519,2.61563832612632,1.00132175704365,-15.3597652239824,disjoint,
retail vs workplaces,-5.45153875679815,0.639528401514813,2.58872637174644,-0.515877275769125,-8.99999999994718,piecewise,
retail vs residential,-1.67684721022954,-0.306792928214401,-15.8537449890663,-0.0381483226083814,-7.12563723471136,piecewise,
groc_and_pharm vs parks,24.7528699816591,1.37742509964766,39.6876561494869,2.48900564135862,22.0461936426359,disjoint,
groc_and_pharm vs transit stations,8.32853487098685,1.01504255348988,-19.5944997746649,1.03503501756034,-55.015835807284,disjoint,
groc_and_pharm vs workplaces,-25.668987774239,0.454981822512476,-19.7808082048345,-0.0614853828630992,-17.042377732663,disjoint,
groc_and_pharm vs residential,21.1861100839436,-0.00033331913852926,4.66398880309535,-0.130773875707782,-36.0088288914979,disjoint,
parks vs transit stations,-24.6264401490814,0.674879602752197,-14.2638577937631,0.205261176600604,22.9999999965714,piecewise,
parks vs workplaces,-16.8406040824786,0.528942211087487,2.58872637174644,-0.065801324008123,6.32703486102135,piecewise,
parks vs residential,5.40402240654797,-0.23098004149769,-15.8537449890663,-0.0150187519336433,19.2871140873407,piecewise,
transit stations vs workplaces,13.2048609439989,0.951825333488942,2.58872637174644,0.074655283485263,-35.4800306832454,piecewise,
transit stations vs residential,-6.54669351052013,-0.390079539155441,-15.8537449890663,-0.10050587798631,-25.6945746065628,piecewise,
workplaces vs residential,8.59888464869288,-0.241115800608406,-2.24950715885694,-0.290947314743588,-53.0891387278277,disjoint,
